locus_tag	ftype	length_bp	gene	EC_number	COG	product
IDDCBLLE_04168	CDS	1371	glmU		COG1207	Bifunctional protein GlmU
IDDCBLLE_04169	CDS	699				hypothetical protein
IDDCBLLE_04170	CDS	420	atpC		COG0355	ATP synthase epsilon chain
IDDCBLLE_04171	CDS	1383	atpD	7.1.2.2	COG0055	ATP synthase subunit beta
IDDCBLLE_04172	CDS	864	atpG		COG0224	ATP synthase gamma chain
IDDCBLLE_04173	CDS	1542	atpA	7.1.2.2		ATP synthase subunit alpha
IDDCBLLE_04174	CDS	534	atpH		COG0712	ATP synthase subunit delta
IDDCBLLE_04175	CDS	471	atpF		COG0711	ATP synthase subunit b
IDDCBLLE_04176	CDS	240	atpE		COG0636	ATP synthase subunit c
IDDCBLLE_04177	CDS	816	atpB		COG0356	ATP synthase subunit a
IDDCBLLE_04178	CDS	381	atpI		COG3312	ATP synthase protein I
IDDCBLLE_04179	CDS	624	rsmG	2.1.1.170	COG0357	Ribosomal RNA small subunit methyltransferase G
IDDCBLLE_04180	CDS	1890	mnmG		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
IDDCBLLE_04181	CDS	444	mioC		COG0716	Protein MioC
IDDCBLLE_04182	CDS	459	asnC		COG1522	Regulatory protein AsnC
IDDCBLLE_04183	CDS	993	asnA	6.3.1.1	COG2502	Aspartate--ammonia ligase
IDDCBLLE_04184	CDS	1452	viaA		COG2425	Protein ViaA
IDDCBLLE_04185	CDS	1497	ravA	3.6.3.-	COG0714	ATPase RavA
IDDCBLLE_04186	CDS	1869	kup			Low affinity potassium transport system protein kup
IDDCBLLE_04187	CDS	420	rbsD	5.4.99.62	COG1869	D-ribose pyranase
IDDCBLLE_04188	CDS	1551	rbsA	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
IDDCBLLE_04189	CDS	966	rbsC		COG1172	Ribose import permease protein RbsC
IDDCBLLE_04190	CDS	891	rbsB		COG1879	Ribose import binding protein RbsB
IDDCBLLE_04191	CDS	930	rbsK_2	2.7.1.15	COG0524	Ribokinase
IDDCBLLE_04192	CDS	990	rbsR		COG1609	Ribose operon repressor
IDDCBLLE_04193	CDS	873	hsrA_1			putative transport protein HsrA
IDDCBLLE_04194	CDS	483	hsrA_2			putative transport protein HsrA
IDDCBLLE_04195	CDS	705	lldR_3		COG2186	Putative L-lactate dehydrogenase operon regulatory protein
IDDCBLLE_04196	CDS	438	yjaB	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase YjaB
IDDCBLLE_04197	CDS	930	metAS	2.3.1.46	COG1897	Homoserine O-succinyltransferase
IDDCBLLE_04198	CDS	1602	aceB	2.3.3.9	COG2225	Malate synthase A
IDDCBLLE_04199	CDS	1305	aceA	4.1.3.1	COG2224	Isocitrate lyase
IDDCBLLE_04200	CDS	1752	aceK	2.7.11.5	COG4579	Isocitrate dehydrogenase kinase/phosphatase
IDDCBLLE_04201	CDS	435				hypothetical protein
IDDCBLLE_04202	CDS	825	iclR		COG1414	Transcriptional repressor IclR
IDDCBLLE_04203	CDS	3684	metH	2.1.1.13	COG0646	Methionine synthase
IDDCBLLE_04204	CDS	1632				hypothetical protein
IDDCBLLE_04205	CDS	705	pepE	3.4.13.21	COG3340	Peptidase E
IDDCBLLE_04206	CDS	540				hypothetical protein
IDDCBLLE_04207	CDS	870	rluF	5.4.99.-	COG1187	Dual-specificity RNA pseudouridine synthase RluF
IDDCBLLE_04208	CDS	273				hypothetical protein
IDDCBLLE_04209	CDS	759	glcR_3		COG1349	HTH-type transcriptional repressor GlcR
IDDCBLLE_04210	CDS	864	yidA_2	3.1.3.23	COG0561	Sugar phosphatase YidA
IDDCBLLE_04211	CDS	840				hypothetical protein
IDDCBLLE_04212	CDS	1590				hypothetical protein
IDDCBLLE_04213	CDS	729				hypothetical protein
IDDCBLLE_04214	CDS	348				hypothetical protein
IDDCBLLE_04215	CDS	1350	lysC	2.7.2.4	COG0527	Lysine-sensitive aspartokinase 3
IDDCBLLE_04216	CDS	1650	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
IDDCBLLE_04217	CDS	246				hypothetical protein
IDDCBLLE_04218	CDS	639	gfcB			putative lipoprotein GfcB
IDDCBLLE_04219	CDS	738				hypothetical protein
IDDCBLLE_04220	CDS	2097				hypothetical protein
IDDCBLLE_04221	CDS	411	psiE		COG3223	Protein PsiE
IDDCBLLE_04222	CDS	891	malG		COG3833	Maltose/maltodextrin transport system permease protein MalG
IDDCBLLE_04223	CDS	1545	malF		COG1175	Maltose/maltodextrin transport system permease protein MalF
IDDCBLLE_04224	CDS	1191	malE		COG2182	Maltose/maltodextrin-binding periplasmic protein
IDDCBLLE_04225	CDS	1110	malK	7.5.2.1	COG3839	Maltose/maltodextrin import ATP-binding protein MalK
IDDCBLLE_04226	CDS	1359	lamB		COG4580	Maltoporin
IDDCBLLE_04227	CDS	918				hypothetical protein
IDDCBLLE_04228	CDS	498	ubiC	4.1.3.40	COG3161	Chorismate pyruvate-lyase
IDDCBLLE_04229	CDS	873	ubiA	2.5.1.39	COG0382	4-hydroxybenzoate octaprenyltransferase
IDDCBLLE_04230	CDS	2421	plsB	2.3.1.15	COG2937	Glycerol-3-phosphate acyltransferase
IDDCBLLE_04231	CDS	369	dgkA	2.7.1.107	COG0818	Diacylglycerol kinase
IDDCBLLE_04232	CDS	609	lexA	3.4.21.88	COG1974	LexA repressor
IDDCBLLE_04233	CDS	1326	dinF		COG0534	DNA damage-inducible protein F
IDDCBLLE_04234	CDS	129				hypothetical protein
IDDCBLLE_04235	CDS	213				hypothetical protein
IDDCBLLE_04236	CDS	516	zur		COG0735	Zinc uptake regulation protein
IDDCBLLE_04237	CDS	1311				hypothetical protein
IDDCBLLE_04238	CDS	999	dusA	1.3.1.-	COG0042	tRNA-dihydrouridine(20/20a) synthase
IDDCBLLE_04239	CDS	243	pspG			Phage shock protein G
IDDCBLLE_04240	CDS	984	qorA	1.6.5.5	COG0604	Quinone oxidoreductase 1
IDDCBLLE_04241	CDS	1416	dnaB_2	3.6.4.12	COG0305	Replicative DNA helicase
IDDCBLLE_04242	CDS	1080	alr_2	5.1.1.1	COG0787	Alanine racemase, biosynthetic
IDDCBLLE_04243	CDS	1194	tyrB	2.6.1.57	COG1448	Aromatic-amino-acid aminotransferase
IDDCBLLE_04244	CDS	714	aphA	3.1.3.2	COG3700	Class B acid phosphatase
IDDCBLLE_04245	CDS	417				hypothetical protein
IDDCBLLE_04246	CDS	357	yjbR		COG2315	putative protein YjbR
IDDCBLLE_04247	CDS	339				hypothetical protein
IDDCBLLE_04248	CDS	444				hypothetical protein
IDDCBLLE_04249	CDS	2826	uvrA		COG0178	UvrABC system protein A
IDDCBLLE_04250	CDS	531	ssb_2		COG0629	Single-stranded DNA-binding protein
IDDCBLLE_04251	CDS	633				hypothetical protein
IDDCBLLE_04252	CDS	1389				hypothetical protein
IDDCBLLE_04253	CDS	1320	tolC_2		COG1538	Outer membrane protein TolC
IDDCBLLE_04254	CDS	1278	prsE_2			Type I secretion system membrane fusion protein PrsE
IDDCBLLE_04255	CDS	138				hypothetical protein
IDDCBLLE_04256	CDS	885				hypothetical protein
IDDCBLLE_04257	CDS	864				hypothetical protein
IDDCBLLE_04258	CDS	147				hypothetical protein
IDDCBLLE_04259	CDS	213				hypothetical protein
IDDCBLLE_04260	CDS	573				hypothetical protein
IDDCBLLE_04261	CDS	99				hypothetical protein
IDDCBLLE_04262	CDS	714				hypothetical protein
IDDCBLLE_04263	CDS	765				hypothetical protein
IDDCBLLE_04264	CDS	798				hypothetical protein
IDDCBLLE_04265	CDS	273				hypothetical protein
IDDCBLLE_04266	CDS	570				hypothetical protein
IDDCBLLE_04267	CDS	795				hypothetical protein
IDDCBLLE_04268	CDS	198				hypothetical protein
IDDCBLLE_04269	CDS	204				hypothetical protein
IDDCBLLE_04270	CDS	174				hypothetical protein
IDDCBLLE_04271	CDS	177				hypothetical protein
IDDCBLLE_04272	CDS	870				hypothetical protein
IDDCBLLE_04273	CDS	246				hypothetical protein
IDDCBLLE_04274	CDS	249	pld	3.1.4.4		Phospholipase D
IDDCBLLE_04275	CDS	453				hypothetical protein
IDDCBLLE_04276	CDS	564	finO			Fertility inhibition protein
IDDCBLLE_04277	CDS	741				hypothetical protein
IDDCBLLE_04278	CDS	4287	traI			Multifunctional conjugation protein TraI
IDDCBLLE_04279	CDS	645	bin3			Putative transposon Tn552 DNA-invertase bin3
IDDCBLLE_04280	CDS	96				hypothetical protein
IDDCBLLE_04281	CDS	1128				hypothetical protein
IDDCBLLE_04282	CDS	486				hypothetical protein
IDDCBLLE_04283	CDS	435	stpA_2		COG2916	DNA-binding protein StpA
IDDCBLLE_04284	CDS	2154	topB_2	5.6.2.1	COG0550	DNA topoisomerase 3
IDDCBLLE_04285	CDS	576				hypothetical protein
IDDCBLLE_04286	CDS	303				hypothetical protein
IDDCBLLE_04287	CDS	414				hypothetical protein
IDDCBLLE_04288	CDS	1836	virD4			Protein VirD4
IDDCBLLE_04289	CDS	765				Type IV secretion system protein VirB11
IDDCBLLE_04290	CDS	1206				hypothetical protein
IDDCBLLE_04291	CDS	930	virB9			Type IV secretion system protein virB9
IDDCBLLE_04292	CDS	714	ptlE		COG3736	Type IV secretion system protein PtlE
IDDCBLLE_04293	CDS	1134				hypothetical protein
IDDCBLLE_04294	CDS	228				hypothetical protein
IDDCBLLE_04295	CDS	759				hypothetical protein
IDDCBLLE_04296	CDS	2754	virB4			Type IV secretion system protein virB4
IDDCBLLE_04297	CDS	297				hypothetical protein
IDDCBLLE_04298	CDS	648				hypothetical protein
IDDCBLLE_04299	CDS	519	rfaH_2			Transcription antitermination protein RfaH
IDDCBLLE_04300	CDS	1182				hypothetical protein
IDDCBLLE_04301	CDS	546				hypothetical protein
IDDCBLLE_04302	CDS	294				hypothetical protein
IDDCBLLE_04303	CDS	273				hypothetical protein
IDDCBLLE_04304	CDS	330				hypothetical protein
IDDCBLLE_04305	CDS	216				hypothetical protein
IDDCBLLE_04306	CDS	246				hypothetical protein
IDDCBLLE_04307	CDS	324				hypothetical protein
IDDCBLLE_04308	CDS	282	relE_2	3.1.-.-	COG2026	mRNA interferase toxin RelE
IDDCBLLE_04309	CDS	252				hypothetical protein
IDDCBLLE_04310	CDS	837	pir			PI protein
IDDCBLLE_04311	CDS	447				hypothetical protein
IDDCBLLE_04312	CDS	354				hypothetical protein
IDDCBLLE_04313	CDS	231				hypothetical protein
IDDCBLLE_04314	CDS	621				hypothetical protein
IDDCBLLE_04315	CDS	96				hypothetical protein
IDDCBLLE_04316	CDS	837				ISNCY family transposase ISSen7
IDDCBLLE_04317	CDS	567				hypothetical protein
IDDCBLLE_04318	CDS	336				hypothetical protein
IDDCBLLE_04319	CDS	510				hypothetical protein
IDDCBLLE_04320	CDS	1116				hypothetical protein
IDDCBLLE_04321	CDS	489				hypothetical protein
IDDCBLLE_04322	CDS	741				hypothetical protein
IDDCBLLE_04323	CDS	561	hin		COG1961	DNA-invertase hin
IDDCBLLE_04324	CDS	1665				hypothetical protein
IDDCBLLE_04325	CDS	969				IS481 family transposase ISAzs36
IDDCBLLE_04326	CDS	1038				IS630 family transposase ISEc33
IDDCBLLE_04327	CDS	132				hypothetical protein
IDDCBLLE_04328	CDS	894	mkaC			Virulence genes transcriptional activator
IDDCBLLE_04329	CDS	165				hypothetical protein
IDDCBLLE_04330	CDS	768	mkaB			28.1 kDa virulence protein
IDDCBLLE_04331	CDS	213				hypothetical protein
IDDCBLLE_04332	CDS	1782	spvB	2.4.2.31		Mono(ADP-ribosyl)transferase SpvB
IDDCBLLE_04333	CDS	726	spvC	4.2.3.-		MAPK phosphothreonine lyase
IDDCBLLE_04334	CDS	651	vsdE			Virulence protein vsdE
IDDCBLLE_04335	CDS	426				hypothetical protein
IDDCBLLE_04336	CDS	387				IS200/IS605 family transposase ISEc46
IDDCBLLE_04337	CDS	561				Invasin
IDDCBLLE_04338	CDS	489				hypothetical protein
IDDCBLLE_04339	CDS	684	pdeL	3.1.4.52	COG2200	Cyclic di-GMP phosphodiesterase PdeL
IDDCBLLE_04340	CDS	783	xerC_3			Tyrosine recombinase XerC
IDDCBLLE_04341	CDS	522				hypothetical protein
IDDCBLLE_04342	CDS	291				hypothetical protein
IDDCBLLE_04343	CDS	306	ccdB_2			Toxin CcdB
IDDCBLLE_04344	CDS	219	ccdA			Antitoxin CcdA
IDDCBLLE_04345	CDS	231				hypothetical protein
IDDCBLLE_04346	CDS	429	vapC_2	3.1.-.-	COG1487	tRNA(fMet)-specific endonuclease VapC
IDDCBLLE_04347	CDS	267				hypothetical protein
IDDCBLLE_04348	CDS	1299	yfeW	3.4.16.4	COG1680	Putative D-alanyl-D-alanine carboxypeptidase
IDDCBLLE_04349	CDS	576	nudK	3.6.1.-		GDP-mannose pyrophosphatase NudK
IDDCBLLE_04350	CDS	1044				hypothetical protein
IDDCBLLE_04351	CDS	231				hypothetical protein
IDDCBLLE_04352	CDS	2001	tktB	2.2.1.1	COG0021	Transketolase 2
IDDCBLLE_04353	CDS	951	tal	2.2.1.2		Transaldolase
IDDCBLLE_04354	CDS	2280	maeB	1.1.1.40	COG0280	NADP-dependent malic enzyme
IDDCBLLE_04355	CDS	336	eutS		COG4810	Ethanolamine utilization protein EutS
IDDCBLLE_04356	CDS	480	pduV_2		COG4917	Propanediol utilization protein PduV
IDDCBLLE_04357	CDS	690	eutQ		COG4766	Ethanolamine utilization protein EutQ
IDDCBLLE_04358	CDS	804				hypothetical protein
IDDCBLLE_04359	CDS	1017	eutD		COG0280	Ethanolamine utilization protein EutD
IDDCBLLE_04360	CDS	291	eutM		COG4577	Ethanolamine utilization protein EutM
IDDCBLLE_04361	CDS	288	eutN		COG4576	Ethanolamine utilization protein EutN
IDDCBLLE_04362	CDS	1404	adhE_4		COG1012	Aldehyde-alcohol dehydrogenase
IDDCBLLE_04363	CDS	840	ftsA_2			Cell division protein FtsA
IDDCBLLE_04364	CDS	1188	mdh_1	1.1.1.244		NAD-dependent methanol dehydrogenase
IDDCBLLE_04365	CDS	1227				hypothetical protein
IDDCBLLE_04366	CDS	1404				hypothetical protein
IDDCBLLE_04367	CDS	1362	eutB	4.3.1.7	COG4303	Ethanolamine ammonia-lyase heavy chain
IDDCBLLE_04368	CDS	897	eutC	4.3.1.7	COG4302	Ethanolamine ammonia-lyase light chain
IDDCBLLE_04369	CDS	660	eutL		COG4816	Ethanolamine utilization protein EutL
IDDCBLLE_04370	CDS	495	eutK		COG4577	Ethanolamine utilization protein EutK
IDDCBLLE_04371	CDS	1053				hypothetical protein
IDDCBLLE_04372	CDS	723				hypothetical protein
IDDCBLLE_04373	CDS	330				hypothetical protein
IDDCBLLE_04374	CDS	900	hemF	1.3.3.3	COG0408	Oxygen-dependent coproporphyrinogen-III oxidase
IDDCBLLE_04375	CDS	870	amiA	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiA
IDDCBLLE_04376	CDS	426	ypeA	2.3.1.-	COG0456	Acetyltransferase YpeA
IDDCBLLE_04377	CDS	450	yfeZ			Inner membrane protein YfeZ
IDDCBLLE_04378	CDS	576	yfeY			putative protein YfeY
IDDCBLLE_04379	CDS	900	yfeX	1.11.1.-	COG2837	Dye-decolorizing peroxidase YfeX
IDDCBLLE_04380	CDS	792	ucpA	1.-.-.-		Oxidoreductase UcpA
IDDCBLLE_04381	CDS	1017	cysP		COG4150	Thiosulfate-binding protein
IDDCBLLE_04382	CDS	834	cysT		COG0555	Sulfate transport system permease protein CysT
IDDCBLLE_04383	CDS	876	cysW		COG4208	Sulfate transport system permease protein CysW
IDDCBLLE_04384	CDS	1098	cysA	7.3.2.3	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
IDDCBLLE_04385	CDS	912	cysM	2.5.1.47	COG0031	Cysteine synthase B
IDDCBLLE_04386	CDS	540				hypothetical protein
IDDCBLLE_04387	CDS	363				hypothetical protein
IDDCBLLE_04388	CDS	720				hypothetical protein
IDDCBLLE_04389	CDS	1293	ptsJ		COG1167	Vitamin B6 salvage pathway transcriptional repressor PtsJ
IDDCBLLE_04390	CDS	867	pdxK	2.7.1.35	COG2240	Pyridoxine/pyridoxal/pyridoxamine kinase
IDDCBLLE_04391	CDS	240				hypothetical protein
IDDCBLLE_04392	CDS	510	crr		COG2190	PTS system glucose-specific EIIA component
IDDCBLLE_04393	CDS	1728	ptsI	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
IDDCBLLE_04394	CDS	258	ptsH		COG1925	Phosphocarrier protein HPr
IDDCBLLE_04395	CDS	972	cysK	2.5.1.47	COG0031	Cysteine synthase A
IDDCBLLE_04396	CDS	762	cysZ		COG2981	Sulfate transporter CysZ
IDDCBLLE_04397	CDS	987	zipA		COG3115	Cell division protein ZipA
IDDCBLLE_04398	CDS	2016	ligA	6.5.1.2	COG0272	DNA ligase
IDDCBLLE_04399	CDS	219				hypothetical protein
IDDCBLLE_04400	CDS	999				hypothetical protein
IDDCBLLE_04401	CDS	927	oxyR_4			Hydrogen peroxide-inducible genes activator
IDDCBLLE_04402	CDS	762				hypothetical protein
IDDCBLLE_04403	CDS	834	xapA	2.4.2.1	COG0005	Purine nucleoside phosphorylase 2
IDDCBLLE_04404	CDS	1257	xapB			Xanthosine permease
IDDCBLLE_04405	CDS	159				hypothetical protein
IDDCBLLE_04406	CDS	885	hcaR_2			Hca operon transcriptional activator HcaR
IDDCBLLE_04407	tRNA	76				tRNA-Lys(ttt)
IDDCBLLE_04408	tRNA	76				tRNA-Val(tac)
IDDCBLLE_04409	CDS	1416	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
IDDCBLLE_04410	CDS	372				hypothetical protein
IDDCBLLE_04411	CDS	363				hypothetical protein
IDDCBLLE_04412	tRNA	76				tRNA-Ala(ggc)
IDDCBLLE_04413	CDS	3051				hypothetical protein
IDDCBLLE_04414	CDS	1350	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
IDDCBLLE_04415	CDS	1467	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
IDDCBLLE_04416	CDS	1578	guaA	6.3.5.2	COG0518	GMP synthase [glutamine-hydrolyzing]
IDDCBLLE_04417	CDS	288				hypothetical protein
IDDCBLLE_04418	CDS	315				hypothetical protein
IDDCBLLE_04419	CDS	234				hypothetical protein
IDDCBLLE_04420	CDS	192	yfgG			Protein YfgG
IDDCBLLE_04421	CDS	2214	pdeF	3.1.4.52		Cyclic di-GMP phosphodiesterase PdeF
IDDCBLLE_04422	CDS	1542	ppx	3.6.1.11	COG0248	Exopolyphosphatase
IDDCBLLE_04423	CDS	2067	ppk	2.7.4.1	COG0855	Polyphosphate kinase
IDDCBLLE_04424	CDS	639	purN	2.1.2.2	COG0299	Phosphoribosylglycinamide formyltransferase
IDDCBLLE_04425	CDS	1038	purM	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
IDDCBLLE_04426	CDS	627	upp	2.4.2.9	COG0035	Uracil phosphoribosyltransferase
IDDCBLLE_04427	CDS	1290	uraA		COG2233	Uracil permease
IDDCBLLE_04428	CDS	726	hda		COG0593	DnaA regulatory inactivator Hda
IDDCBLLE_04429	CDS	360	yfgD		COG1393	putative protein YfgD
IDDCBLLE_04430	CDS	1464	bepA	3.4.-.-	COG4783	Beta-barrel assembly-enhancing protease
IDDCBLLE_04431	CDS	1068				hypothetical protein
IDDCBLLE_04432	CDS	1182	cdaR_3		COG3835	Carbohydrate diacid regulator
IDDCBLLE_04433	CDS	1269	gntP		COG2610	High-affinity gluconate transporter
IDDCBLLE_04434	CDS	1140	garK_3	2.7.1.165	COG1929	Glycerate 2-kinase
IDDCBLLE_04435	CDS	471	bcp	1.11.1.15	COG1225	Peroxiredoxin Bcp
IDDCBLLE_04436	CDS	573	gcvR		COG2716	Glycine cleavage system transcriptional repressor
IDDCBLLE_04437	CDS	879	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
IDDCBLLE_04438	CDS	1035	bamC		COG3317	Outer membrane protein assembly factor BamC
IDDCBLLE_04439	CDS	714	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
IDDCBLLE_04440	CDS	864			COG2321	putative protein
IDDCBLLE_04441	CDS	2019	tmcA	2.3.1.193	COG1444	tRNA(Met) cytidine acetyltransferase TmcA
IDDCBLLE_04442	CDS	201				hypothetical protein
IDDCBLLE_04443	CDS	1128	dapE	3.5.1.18	COG0624	Succinyl-diaminopimelate desuccinylase
IDDCBLLE_04444	CDS	357	yffB		COG1393	Protein YffB
IDDCBLLE_04445	CDS	3114	acrB_2		COG0841	Multidrug efflux pump subunit AcrB
IDDCBLLE_04446	CDS	1701	narQ	2.7.13.3		Nitrate/nitrite sensor protein NarQ
IDDCBLLE_04447	CDS	1962		1.18.1.2		Ferredoxin--NADP reductase
IDDCBLLE_04448	CDS	618	ttdB	4.2.1.32	COG1838	L(+)-tartrate dehydratase subunit beta
IDDCBLLE_04449	CDS	900	ttdA_1	4.2.1.32	COG1951	L(+)-tartrate dehydratase subunit alpha
IDDCBLLE_04450	CDS	1269	sdcS			Sodium-dependent dicarboxylate transporter SdcS
IDDCBLLE_04451	CDS	666				hypothetical protein
IDDCBLLE_04452	CDS	630				hypothetical protein
IDDCBLLE_04453	CDS	939	mdh_2	1.1.1.37	COG0039	Malate dehydrogenase
IDDCBLLE_04454	CDS	471	argR_2		COG1438	Arginine repressor
IDDCBLLE_04455	CDS	264				hypothetical protein
IDDCBLLE_04456	CDS	267				hypothetical protein
IDDCBLLE_04457	CDS	273	yhcO		COG2732	putative protein YhcO
IDDCBLLE_04458	CDS	1968	aaeB_2		COG1289	p-hydroxybenzoic acid efflux pump subunit AaeB
IDDCBLLE_04459	CDS	933	aaeA_2		COG1566	p-hydroxybenzoic acid efflux pump subunit AaeA
IDDCBLLE_04460	CDS	204	aaeX			Protein AaeX
IDDCBLLE_04461	CDS	930	dmlR_7			HTH-type transcriptional regulator DmlR
IDDCBLLE_04462	CDS	1446	tldD	3.4.-.-	COG0312	Metalloprotease TldD
IDDCBLLE_04463	CDS	3801				hypothetical protein
IDDCBLLE_04464	CDS	1470	rng	3.1.26.-	COG1530	Ribonuclease G
IDDCBLLE_04465	CDS	594	yhdE	3.6.1.9	COG0424	dTTP/UTP pyrophosphatase
IDDCBLLE_04466	CDS	492	mreD		COG2891	Rod shape-determining protein MreD
IDDCBLLE_04467	CDS	1053	mreC		COG1792	Cell shape-determining protein MreC
IDDCBLLE_04468	CDS	1044	mreB		COG1077	Cell shape-determining protein MreB
IDDCBLLE_04469	CDS	1941	csrD			RNase E specificity factor CsrD
IDDCBLLE_04470	CDS	975	acuI	1.3.1.84	COG0604	putative acrylyl-CoA reductase AcuI
IDDCBLLE_04471	CDS	1005	msrP	1.8.5.-	COG2041	Protein-methionine-sulfoxide reductase catalytic subunit MsrP
IDDCBLLE_04472	CDS	600	msrQ		COG2717	Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ
IDDCBLLE_04473	CDS	471	accB		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
IDDCBLLE_04474	CDS	1350	accC	6.3.4.14	COG0439	Biotin carboxylase
IDDCBLLE_04475	CDS	243	yhdT		COG3924	putative membrane protein YhdT
IDDCBLLE_04476	CDS	1452	panF		COG4145	Sodium/pantothenate symporter
IDDCBLLE_04477	CDS	882	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
IDDCBLLE_04478	CDS	144				hypothetical protein
IDDCBLLE_04479	CDS	966	dusB	1.3.1.-	COG0042	tRNA-dihydrouridine synthase B
IDDCBLLE_04480	CDS	297	fis		COG2901	DNA-binding protein Fis
IDDCBLLE_04481	CDS	885	yhdJ	2.1.1.72	COG0863	DNA adenine methyltransferase YhdJ
IDDCBLLE_04482	CDS	165				hypothetical protein
IDDCBLLE_04483	CDS	2100			COG2200	putative signaling protein
IDDCBLLE_04484	CDS	663	acrR_2		COG1309	HTH-type transcriptional regulator AcrR
IDDCBLLE_04485	CDS	546	acrE_1			Multidrug export protein AcrE
IDDCBLLE_04486	CDS	597	acrE_2			Multidrug export protein AcrE
IDDCBLLE_04487	CDS	3114	acrF		COG0841	Multidrug export protein AcrF
IDDCBLLE_04488	CDS	222				hypothetical protein
IDDCBLLE_04489	CDS	1254	amiC	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiC
IDDCBLLE_04490	CDS	1332	argA	2.3.1.1	COG0548	Amino-acid acetyltransferase
IDDCBLLE_04491	CDS	1836	recD	3.1.11.5	COG0507	RecBCD enzyme subunit RecD
IDDCBLLE_04492	CDS	3546	recB	3.1.11.5	COG1074	RecBCD enzyme subunit RecB
IDDCBLLE_04493	CDS	2889	ptrA	3.4.24.55	COG1025	Protease 3
IDDCBLLE_04494	CDS	3372	recC	3.1.11.5	COG1330	RecBCD enzyme subunit RecC
IDDCBLLE_04495	CDS	321				hypothetical protein
IDDCBLLE_04496	CDS	408				hypothetical protein
IDDCBLLE_04497	CDS	564				hypothetical protein
IDDCBLLE_04498	CDS	471				hypothetical protein
IDDCBLLE_04499	CDS	795	thyA	2.1.1.45	COG0207	Thymidylate synthase
IDDCBLLE_04500	CDS	876	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
IDDCBLLE_04501	CDS	2247	ptsP	2.7.3.9	COG3605	Phosphoenolpyruvate-dependent phosphotransferase system
IDDCBLLE_04502	CDS	531	rppH	3.6.1.-	COG0494	RNA pyrophosphohydrolase
IDDCBLLE_04503	CDS	696	mutH		COG3066	DNA mismatch repair protein MutH
IDDCBLLE_04504	CDS	714				hypothetical protein
IDDCBLLE_04505	CDS	219	ygdR_5			putative lipoprotein YgdR
IDDCBLLE_04506	CDS	1041	tas		COG0667	Protein tas
IDDCBLLE_04507	CDS	1203	lplT			Lysophospholipid transporter LplT
IDDCBLLE_04508	CDS	2160	aas		COG0204	Bifunctional protein Aas
IDDCBLLE_04509	CDS	1029	galR		COG1609	HTH-type transcriptional regulator GalR
IDDCBLLE_04510	CDS	1020	ascG		COG1609	HTH-type transcriptional regulator AscG
IDDCBLLE_04511	CDS	1263	lysA_2	4.1.1.20		Diaminopimelate decarboxylase
IDDCBLLE_04512	CDS	936	occR			Octopine catabolism/uptake operon regulatory protein OccR
IDDCBLLE_04513	CDS	708	ygeA	5.1.1.13		L-aspartate/glutamate-specific racemase
IDDCBLLE_04514	CDS	1419	araE			Arabinose-proton symporter
IDDCBLLE_04515	CDS	762	kduD	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
IDDCBLLE_04516	CDS	837	kduI	5.3.1.17	COG3717	4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase
IDDCBLLE_04517	CDS	1179	thlA	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
IDDCBLLE_04518	CDS	864	allS_2			HTH-type transcriptional activator AllS
IDDCBLLE_04519	CDS	456				hypothetical protein
IDDCBLLE_04520	CDS	1230	yqeG		COG0814	Inner membrane transport protein YqeG
IDDCBLLE_04521	CDS	273	rcnR		COG1937	Transcriptional repressor RcnR
IDDCBLLE_04522	CDS	159				hypothetical protein
IDDCBLLE_04523	CDS	336				hypothetical protein
IDDCBLLE_04524	CDS	207				hypothetical protein
IDDCBLLE_04525	CDS	276				hypothetical protein
IDDCBLLE_04526	CDS	267				hypothetical protein
IDDCBLLE_04527	CDS	108	ydfB			putative protein YdfB
IDDCBLLE_04528	CDS	333				hypothetical protein
IDDCBLLE_04529	CDS	255				hypothetical protein
IDDCBLLE_04530	CDS	495				hypothetical protein
